iso3,country_name,country_number,country,who_g_whoregion,who_year,who_mort_h_num,who_mort_h_num_se,who_mort_h_num_15plus_f,who_mort_h_num_15plus_f_lo,who_mort_h_num_15plus_f_hi,who_mort_h_num_15plus_m,who_mort_h_num_15plus_m_lo,who_mort_h_num_15plus_m_hi,who_mort_h_num_014,who_mort_h_num_014_lo,who_mort_h_num_014_hi,who_e_pop_014,who_e_pop_f15plus,who_e_pop_m15plus,who_e_pop_num,who_mort_h,who_mort_h_se,who_mort_h_014,who_mort_h_014_se,who_mort_h_15plus_f,who_mort_h_15plus_f_se,who_mort_h_15plus_m,who_mort_h_15plus_m_se,who_mort_nh_num,who_mort_nh_num_se,who_mort_nh_num_15plus_f,who_mort_nh_num_15plus_f_lo,who_mort_nh_num_15plus_f_hi,who_mort_nh_num_15plus_m,who_mort_nh_num_15plus_m_lo,who_mort_nh_num_15plus_m_hi,who_mort_nh_num_014,who_mort_nh_num_014_lo,who_mort_nh_num_014_hi,who_e_pop_014_2,who_e_pop_m,who_e_pop_w,who_mort_nh,who_mort_nh_se,who_mort_nh_014,who_mort_nh_014_se,who_mort_nh_15plus_f,who_mort_nh_15plus_f_se,who_mort_nh_15plus_m,who_mort_nh_15plus_m_se,ihme_location_name,ihme_deaths_male_allages_tuberculosis_number_2015,ihme_deaths_male_allages_tuberculosis_rate_2015,ihme_deaths_male_allages_hiv_aids_tuberculosis_number_2015,ihme_deaths_male_allages_hiv_aids_tuberculosis_rate_2015,ihme_deaths_male_5_14years_tuberculosis_number_2015,ihme_deaths_male_5_14years_tuberculosis_rate_2015,ihme_deaths_male_5_14years_hiv_aids_tuberculosis_number_2015,ihme_deaths_male_5_14years_hiv_aids_tuberculosis_rate_2015,ihme_deaths_male_15_49years_tuberculosis_number_2015,ihme_deaths_male_15_49years_tuberculosis_rate_2015,ihme_deaths_male_15_49years_hiv_aids_tuberculosis_number_2015,ihme_deaths_male_15_49years_hiv_aids_tuberculosis_rate_2015,ihme_deaths_male_50_69years_tuberculosis_number_2015,ihme_deaths_male_50_69years_tuberculosis_rate_2015,ihme_deaths_male_50_69years_hiv_aids_tuberculosis_number_2015,ihme_deaths_male_50_69years_hiv_aids_tuberculosis_rate_2015,ihme_deaths_male_70_plus_years_tuberculosis_number_2015,ihme_deaths_male_70_plus_years_tuberculosis_rate_2015,ihme_deaths_male_70_plus_years_hiv_aids_tuberculosis_number_2015,ihme_deaths_male_70_plus_years_hiv_aids_tuberculosis_rate_2015,ihme_deaths_male_under5_tuberculosis_number_2015,ihme_deaths_male_under5_tuberculosis_rate_2015,ihme_deaths_male_under5_hiv_aids_tuberculosis_number_2015,ihme_deaths_male_under5_hiv_aids_tuberculosis_rate_2015,ihme_deaths_female_allages_tuberculosis_number_2015,ihme_deaths_female_allages_tuberculosis_rate_2015,ihme_deaths_female_allages_hiv_aids_tuberculosis_number_2015,ihme_deaths_female_allages_hiv_aids_tuberculosis_rate_2015,ihme_deaths_female_5_14years_tuberculosis_number_2015,ihme_deaths_female_5_14years_tuberculosis_rate_2015,ihme_deaths_female_5_14years_hiv_aids_tuberculosis_number_2015,ihme_deaths_female_5_14years_hiv_aids_tuberculosis_rate_2015,ihme_deaths_female_15_49years_tuberculosis_number_2015,ihme_deaths_female_15_49years_tuberculosis_rate_2015,ihme_deaths_female_15_49years_hiv_aids_tuberculosis_number_2015,ihme_deaths_female_15_49years_hiv_aids_tuberculosis_rate_2015,ihme_deaths_female_50_69years_tuberculosis_number_2015,ihme_deaths_female_50_69years_tuberculosis_rate_2015,ihme_deaths_female_50_69years_hiv_aids_tuberculosis_number_2015,ihme_deaths_female_50_69years_hiv_aids_tuberculosis_rate_2015,ihme_deaths_female_70_plus_years_tuberculosis_number_2015,ihme_deaths_female_70_plus_years_tuberculosis_rate_2015,ihme_deaths_female_70_plus_years_hiv_aids_tuberculosis_number_2015,ihme_deaths_female_70_plus_years_hiv_aids_tuberculosis_rate_2015,ihme_deaths_female_under5_tuberculosis_number_2015,ihme_deaths_female_under5_tuberculosis_rate_2015,ihme_deaths_female_under5_hiv_aids_tuberculosis_number_2015,ihme_deaths_female_under5_hiv_aids_tuberculosis_rate_2015,ihme_deaths_both_allages_tuberculosis_number_2015,ihme_deaths_both_allages_tuberculosis_rate_2015,ihme_deaths_both_allages_hiv_aids_tuberculosis_number_2015,ihme_deaths_both_allages_hiv_aids_tuberculosis_rate_2015,ihme_deaths_both_5_14years_tuberculosis_number_2015,ihme_deaths_both_5_14years_tuberculosis_rate_2015,ihme_deaths_both_5_14years_hiv_aids_tuberculosis_number_2015,ihme_deaths_both_5_14years_hiv_aids_tuberculosis_rate_2015,ihme_deaths_both_15_49years_tuberculosis_number_2015,ihme_deaths_both_15_49years_tuberculosis_rate_2015,ihme_deaths_both_15_49years_hiv_aids_tuberculosis_number_2015,ihme_deaths_both_15_49years_hiv_aids_tuberculosis_rate_2015,ihme_deaths_both_50_69years_tuberculosis_number_2015,ihme_deaths_both_50_69years_tuberculosis_rate_2015,ihme_deaths_both_50_69years_hiv_aids_tuberculosis_number_2015,ihme_deaths_both_50_69years_hiv_aids_tuberculosis_rate_2015,ihme_deaths_both_70_plus_years_tuberculosis_number_2015,ihme_deaths_both_70_plus_years_tuberculosis_rate_2015,ihme_deaths_both_70_plus_years_hiv_aids_tuberculosis_number_2015,ihme_deaths_both_70_plus_years_hiv_aids_tuberculosis_rate_2015,ihme_deaths_both_under5_tuberculosis_number_2015,ihme_deaths_both_under5_tuberculosis_rate_2015,ihme_deaths_both_under5_hiv_aids_tuberculosis_number_2015,ihme_deaths_both_under5_hiv_aids_tuberculosis_rate_2015,both_15_49years,both_50_69years,both_5_14years,both_70_plus_years,both_allages,both_under5,female_15_49years,female_50_69years,female_5_14years,female_70_plus_years,female_allages,female_under5,male_15_49years,male_50_69years,male_5_14years,male_70_plus_years,male_allages,male_under5
BRB,Barbados,107,Barbados,AMR,2015,0,0,0,0,0,0,0,0,0,0,0,55041,121139,108035,284215,0,0,0,0,0,0,0,0,0.948355230060696,0.00358113087375253,0.278287993891944,0.210854830140767,0.345721157643121,0.670067236168753,0.538710416922676,0.801424055414829,0,0,0,55084,107668,120628,0.333675291613988,0.00126000769619919,0,0,0.230699335056491,0.028521301342353,0.622345763057503,0.0622457789962022,Barbados,2.0497074040303,1.506950775,0.2854409476,0.2098570121,0.00523838005733,0.02706753435,0.0027695326,0.01431061065,0.36318776229862,0.5619926469,0.1590265745,0.2460759333,0.83127648525996,2.559427594,0.1063494001,0.3274405117,0.84604164955169,7.739837747,0.0126544269,0.1157664201,0.00396312686274,0.04592865253,0.0046410135,0.05378467449,0.84071617633865,0.5687278644,0.1447113652,0.09789437172,0.00396465590448,0.02163168915,0.0021509205,0.01173570752,0.12334961174287,0.1815005817,0.0852077317,0.1253773917,0.26747426294008,0.7193262263,0.0483138274,0.129931766,0.44321508240735,2.771133404,0.0058564739,0.03661669439,0.00271256334387,0.03245865798,0.0031824117,0.03808088422,2.890423580369,1.018325474,0.4301523128,0.1515470103,0.00920303596181,0.02442354514,0.0049204531,0.01305818103,0.4865373740415,0.36695983,0.2442343062,0.1842082156,1.0987507482,1.577237163,0.1546632275,0.2220163196,1.289256731959,4.788325896,0.0185109008,0.06874986411,0.00667569020661,0.03930146022,0.0078234252,0.04605846584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRN,Brunei Darussalam,66,Brunei Darussalam,WPR,2015,0,0,0,0,0,0,0,0,0,0,0,97791,157660,167737,423188,0,0,0,0,0,0,0,0,22.6257204744497,0.994809864894727,5.99434236756639,3.83770476656371,8.15097996856906,16.6313781068833,13.2930165724748,19.9697396412918,0,0,0,98236,164623,154535,5.34649386902503,0.2350751592424,0,0,3.87895452005461,0.712023364696682,10.1027062481447,1.03463409172514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BTN,Bhutan,162,Bhutan,SEA,2015,23.8904153728924,2.9926674151305,1.99754719253939,0,6.00966131117185,20.6958630703386,15.7906134471029,25.6011126935743,1.19700511001438,0.824682857246235,1.56932736278252,208160,255967,310703,774830,3.08331058075867,0.386235356804783,0.575040886824739,0.0912585624878978,0.780392469552479,0.79971129063601,6.66097947890384,0.805488965089457,120.686284755993,23.2546428671126,28.3203282347867,3.22613567751401,53.4145207920594,78.2551427450073,53.8286377303175,102.681647759697,14.1108137761992,8.16626283055438,20.0553647218441,209888,304605,250515,15.5758404754583,3.00125741996471,6.72302074258615,1.44505159315548,11.3048433166823,5.11073567171478,25.6906954071691,4.09136506574586,Bhutan,105.31943385985,25.288126199,0.4595850247,0.1103504246,1.6127590398889,2.237581248,0.0278703632,0.03866802274,43.229017270586,17.409364227,0.3093112263,0.124567066,31.237976828279,64.450723585,0.0726554976,0.1499040536,26.90272822335,193.18346167,0.0112715962,0.08093922474,2.3369524977472,6.934820703,0.0384763414,0.1141771349,43.659332151225,12.176801829,0.3600478676,0.1004191176,1.2858099979115,1.832943599,0.0270385553,0.03854391366,17.844077669128,8.615665865,0.2531565115,0.1222316996,11.794282106285,31.159762875,0.0388112712,0.1025369784,10.497088721946,95.393392257,0.0039815364,0.03618262951,2.2380736559547,6.901635061,0.0370599932,0.1142833526,148.97876601108,19.222496485,0.8196328923,0.1057559416,2.8985690378003,2.038002276,0.0549089185,0.03860680806,61.073094939713,13.41025054,0.5624677378,0.1235050036,43.032258934564,49.852591474,0.1114667688,0.1291335252,37.399816945296,150.019326247,0.0152531326,0.0611838459,4.5750261537019,6.918547297,0.0755363346,0.1142292263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BWA,Botswana,193,Botswana,AFR,2015,1435.64143232935,451.215685731054,443.960070074729,25.8174823569619,862.102657792497,878.504246496711,520.629839262951,1236.37865373047,113.177115757906,40.7396544670305,185.614577048781,723952,773418,765115,2262485,63.4541856555666,19.9433669496617,15.6332347666566,5.1051129820849,57.4023451839405,27.5837975012276,114.819895897572,23.8642535151618,591.145199262619,138.053221200742,153.347721344594,11.7396014338249,294.955841255363,364.68616622505,234.783933272872,494.588399177228,73.1113116929753,37.0682738191578,109.154349566793,714777,748488,756672,26.1281378335158,6.10184028626673,10.2285484413986,2.5727804548365,20.2660758353149,9.5482640788612,48.7230478277608,8.85473774668357,Botswana,1093.6073472001,96.852832939,1737.00973858,153.834291268,10.697987319839,4.63491524,35.454089365,15.360525867,575.12635010821,90.130080935,1377.792062764,215.918663889,389.64936393963,364.124262705,236.593146801,221.094419248,108.97414556529,544.925220311,14.990942001,74.962206418,9.1595002671217,6.875707186,72.179497649,54.182548774,405.8468404193,35.909703001,1162.2137857249,102.833751589,7.6051222071542,3.352090425,33.825412787,14.909141464,198.51566487245,31.610924634,952.45460515,151.665473823,133.99776107713,115.130224731,107.8277847195,92.645105906,59.518767057683,205.003842711,4.9294417314,16.978754138,6.2095252048813,4.780522795,63.176541337,48.637678265,1499.4541876194,66.367193358,2899.2235243049,128.322246019,18.303109526994,3.999018736,69.279502152,15.136774164,773.64201498066,61.10414397,2330.246667914,184.048595838,523.64712501676,234.400993213,344.4209315205,154.173688497,168.49291262297,343.645690009,19.9203837324,40.628141141,15.369025472003,5.841346865,135.356038986,51.445135614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAF,Central African Republic,169,Central African Republic,AFR,2015,2713.50088391587,1065.8254149527,1436.77480487244,608.972564610189,2264.57704513468,1022.96713362553,511.669050264281,1534.26521698677,253.758945417906,54.1676320033149,453.350258832498,1913685,1524308,1462281,4900274,55.3744726094065,21.750322838125,13.2602254507877,5.32136553243563,94.2575125809506,27.7075290404861,69.956946279513,17.8396880669214,2224.69893828744,535.104755288547,577.87611351623,28.5714524910973,1127.18077454136,1344.42878799265,846.652571652703,1842.2050043326,302.39403677856,149.535954578224,455.252118978896,1892338,1425336,1486642,45.3994804838963,10.9198945872934,15.9799167367859,4.12136999512277,38.8712355440133,18.8517127939924,94.3236393378581,17.8180763915527,Central African Republic,2705.7260476255,111.831934191,1029.8935038007,42.567125638,27.221458354781,4.546442142,61.706131196,10.305963224,1062.6901566221,87.816850282,725.39690248,59.944164241,1032.4269073591,508.076604456,166.135504818,81.758393208,502.05908007539,1025.510299951,14.9455421477,30.527895433,81.328445214162,22.689907928,61.709423159,17.216376727,1423.2159571495,57.297269814,1197.7221830177,48.219115706,31.990495151772,5.271582995,60.075954377,9.89967084,465.93065031532,38.021962973,893.31834941,72.898657527,533.64449308927,228.538597003,167.131209098,71.575614857,317.55536048378,485.707167536,16.1085551957,24.63835408,74.094958109395,21.004368318,61.088114937,17.317201127,4128.9420047751,84.206159227,2227.6156868184,45.430273167,59.211953506554,4.911450378,121.782085573,10.101451335,1528.6208069375,62.762963353,1618.71525189,66.46210677,1566.0714004483,358.609994873,333.266713916,76.313747559,819.61444055917,716.840941459,31.0540973434,27.160145692,155.42340332356,21.853862563,122.797538096,17.266387295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAN,Canada,101,Canada,AMR,2015,19.3095977478179,23.9252890318873,3.3561312166909,0,25.031656019945,15.7077738089092,0,35.3156997935862,0.245692722217826,0,0.838362572733394,5740346,15317019,14882562,35939927,0.0537274261792961,0.0665702215585673,0.00428010301500687,0.00526776841058999,0.0219111252436972,0.0722003493378841,0.105544823592263,0.0672199038695971,105.612997058947,0.3915046987807,16.5086848633785,7.69790588489745,25.3194638418596,86.7337213505219,69.7260137109452,103.741428990099,2.37059084504668,1.91024787895147,2.83093381114188,5707179,14722574,15158040,0.293859798488036,0.0010893308124435,0.0415369983146959,0.00411539880039481,0.108910418915496,0.0296561784847131,0.589120634411632,0.0589394344829028,Canada,68.353147994779,0.3808715292,18.4617788255,0.1028711381,0.18492796286776,0.01008579105,0.0405600769,0.00221210712,4.2422589274375,0.04828428928,10.5849977103,0.1204756927,17.378165797137,0.3656849458,7.4515362548,0.1568010475,46.424158581761,2.911591582,0.3051868322,0.01914045242,0.12363672557658,0.0126124533,0.0794979513,0.00810976033,54.789387422549,0.3010570254,5.5838035197,0.03068191461,0.1731795305502,0.01005539261,0.0500011416,0.002903236407,3.2517405001877,0.03788402125,3.6652753317,0.04270185912,11.258673267955,0.2306482884,1.6367603898,0.03353112561,39.986433529879,1.91962481,0.122653382,0.005888209031,0.11936059397672,0.01284839186,0.1091132746,0.01174533537,123.14253541733,0.3406855058,24.0455823452,0.06652438742,0.35810749341796,0.01007106718,0.0905612185,0.002546855704,7.4939994276252,0.04314480861,14.250273042,0.08204234518,28.636839065092,0.2972618404,9.0882966446,0.09434015737,86.410592111639,2.349714305,0.4278402142,0.01163401677,0.24299731955329,0.01272725427,0.1886112259,0.009878722551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHE,Switzerland,94,Switzerland,EUR,2015,4.34430209720392,5.38274718061645,1.0214707175786,0,5.68227968289191,3.32283137962531,0,7.36935707324782,0,0,0,1226157,3592617,3479889,8298663,0.0523494217948592,0.0648628240551092,0,0,0.0284324969118223,0.0661902940895986,0.0954867060307186,0.0593281545853217,16.3529205993046,0.163560337453747,3.99198484902304,2.71596509884167,5.26800459920441,11.9993456236612,9.64285529158287,14.3558359557395,0.361590126620398,0.291071347283843,0.432108905956952,1212275,3439661,3559447,0.19705488220578,0.00197092396032647,0.0298274010946689,0.0029679429323718,0.112151827208638,0.0182902143166176,0.348852564937684,0.0349537639248243,Switzerland,18.831453349672,0.460082083,1.047811364,0.02559968095,0.04035897558854,0.009936612599,0.0036587689,0.0009008100044,1.0320790627531,0.05122586231,0.5932284266,0.029444098,4.0868889421287,0.3926687441,0.3797290218,0.03648440554,13.650746826938,3.248290159,0.0622306404,0.01480821368,0.0213795422641,0.0101278907,0.0089645063,0.004246654939,15.066030276906,0.3599758656,0.493899178,0.011800838,0.03834641946428,0.009852874427,0.0063297839,0.001626398571,0.59443089505083,0.03032349696,0.3603851855,0.01838420474,2.152661601278,0.2057324537,0.0953769011,0.009115284882,12.258220055822,2.082366882,0.022449651,0.003813637761,0.02237130529123,0.01114148347,0.0093576565,0.004660352815,33.897483626579,0.4094713404,1.541710542,0.01862339758,0.07870539505282,0.009895637021,0.0099885528,0.001255861726,1.626509957804,0.04091787389,0.9536136121,0.02398991796,6.2395505434067,0.2989524091,0.4751059229,0.02276350841,25.90896688276,2.568011405,0.0846802914,0.008393231354,0.04375084755533,0.01062201065,0.0183221628,0.00444833006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHL,Chile,98,Chile,AMR,2015,19.634387025829,24.3277192311105,0.537278544394649,0,24.0860397344431,19.0971084814343,0,42.353466015043,0,0,0,3616000,7317190,7014951,17948141,0.109395101285582,0.135544506983261,0,0,0.00734268953511729,0.164197924019403,0.272234381700376,0.169145708039235,467.444357839341,2.57506643537262,150.987579043667,118.889430468983,183.085727618352,312.567608862723,251.272813986115,373.862403739331,3.8891699329508,3.13330949012702,4.64503037577458,3635019,6912454,7215174,2.60441656792946,0.014347259893783,0.106991736025336,0.010609302715769,2.09263947125415,0.226974518087234,4.52180381761272,0.452413202733525,Chile,323.79163590044,3.656366607,171.6709066164,1.938567038,0.53627233696133,0.04309665371,0.453310423,0.03642955448,50.407329475652,1.067764788,113.9891812295,2.414602022,112.05412786863,6.356833183,50.87718407,2.886263974,160.46366276874,30.197022716,4.6486621959,0.8748133951,0.33024345045854,0.05538597065,1.702568698,0.2855421371,194.88121183233,2.143319398,35.6268122859,0.3918265975,0.68529108162995,0.05704859518,0.4457858426,0.03711044201,17.323673665094,0.3769100886,24.0895826815,0.5241155577,42.323131609568,2.207246325,8.953407271,0.4669403097,134.20021202881,16.70212223,1.075748793,0.1338841912,0.34890344722673,0.06077780199,1.0622876978,0.1850469289,518.67284773277,2.889855932,207.2977189023,1.154987331,1.2215634185913,0.04994965934,0.8990962656,0.03676399558,67.731003140745,0.7269566595,138.078763911,1.48199897,154.37725947819,4.194808571,59.830591341,1.625743789,294.66387479755,22.074168373,5.7244109889,0.4288330729,0.67914689768527,0.05803075851,2.7648563958,0.2362474333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,China,6,China,WPR,2015,2575.88648562279,827.143736423724,428.174113162862,0,1235.61087606774,2108.77772915669,1317.21065784022,2900.34480047316,38.9346433032405,13.5239246436538,64.3453619628272,237115256,557316977,581616710,1376048943,0.187194394409182,0.0601100520901838,0.0164201342250372,0.00546775894092937,0.0768277534748169,0.0739179944439995,0.362571723421889,0.0694376113560538,35409.5437568842,636.696540419198,9139.48423005283,6404.89504188991,11874.0734182157,22576.3359469277,18095.2687926143,27057.4031012412,3693.72357990363,2965.43973773293,4422.00742207434,235609024,578947712,554878912,2.57336800558751,0.046271550902558,1.56773434106821,0.157710519923161,1.64711327686081,0.251441987651036,3.89954662208385,0.394899004661882,China,35936.715527956,5.044361751,1850.3211718482,0.2597257208,130.72581527066,0.1575097372,17.2824390709,0.02082337431,6962.6723535969,1.784527376,1241.723326073,0.3182526825,14644.916092718,9.358837997,476.9163765898,0.304773539,14052.198037162,36.805027048,81.721210389,0.2140413471,146.20322920899,0.3279070597,32.6778197255,0.07329036293,12985.591361141,1.935092405,751.2078232548,0.1119438139,113.04662288956,0.1581490324,15.2273007154,0.02130256291,2590.7134056567,0.7095889032,514.2456475926,0.1408503977,4679.4520744094,3.057061622,170.4934796002,0.1113824965,5567.5312895081,12.990360847,23.0034339043,0.05367242579,34.847968677299,0.09040374493,28.2379614423,0.07325584761,48922.306889097,3.536199438,2601.528995103,0.1880435775,243.77243816022,0.1578055503,32.5097397863,0.02104510912,9553.3857592536,1.264897401,1755.9689736656,0.2324956313,19324.368167127,6.242679956,647.40985619,0.2091438319,19619.72932667,24.210216361,104.7246442933,0.1292273851,181.05119788629,0.2177828264,60.9157811678,0.0732743672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIV,Côte d'Ivoire,205,Côte d'Ivoire,AFR,2015,2501.81294465184,830.03100979722,1032.31740706883,319.301693800633,1745.33312033703,1250.02299980239,711.213528634952,1788.83247096982,219.472537780623,71.8921181199171,367.052957441329,9642331,6365153,6694072,22701556,11.0204469889722,3.65627364836674,2.27613569561782,0.780905738347707,16.2182654064849,5.71523618014607,18.6735816376398,4.1066602123783,4985.26592306929,1125.90293227171,1225.59055388993,43.3538723814513,2407.82723539841,3051.25337600516,1959.94416151129,4142.56259049903,708.4219931742,368.869682848618,1047.97430349978,9466617,6514505,6175985,21.9600186131263,4.95958485079927,7.48337017515549,1.8300535244847,19.844454834167,9.76657133010311,46.8378391912381,8.54693358218464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CMR,Cameroon,202,Cameroon,AFR,2015,6199.59816043421,1573.04247282352,2774.32119500632,1421.41646175381,4127.22592825882,2863.15772304606,1847.68176290195,3878.63368319017,562.119242381831,264.620943095622,859.617541668041,9926572,6743082,6674525,23344179,26.5573621605378,6.73847845676439,5.6627730336498,1.52910426386896,41.1432219718864,10.2365285927943,42.8968012412279,7.76234982512406,6935.22670662123,1598.8417690654,1761.177021459,97.854430448886,3424.49961246912,4188.33225851429,2668.89866462022,5707.76585240836,985.717426647943,505.032950616147,1466.40190267974,9737804,6482126,6553084,29.7085911936386,6.8489954993294,10.1225843798863,2.51855231637645,26.8755447276275,12.9501464502082,64.6135582448457,11.9593667474919,Cameroon,2135.2110358794,18.243621162,1419.192471012,12.125832291,26.429714173551,0.8488561434,101.22330615,3.251039016,826.52740336325,14.70392599,951.44541893,16.926218814,711.45351125292,83.533639554,241.92936097,28.405565536,498.87854301208,247.344258241,26.407875692,13.093039161,71.921864077652,3.754173304,98.18650927,5.125133976,1158.6095298641,9.905101615,1215.965894996,10.395448771,29.984959910375,0.9750955542,94.45705981,3.071695392,367.82594503654,6.582499918,851.87679942,15.244925453,364.24492755297,40.16776802,157.512294505,17.369953275,347.77099693933,140.04050754,15.722832281,6.331274199,48.782700424878,2.596291051,96.39690898,5.130393401,3293.8205657435,14.07556847,2635.158366008,11.260891188,56.414674083927,0.9115833564,195.68036596,3.161924906,1194.3533483998,10.655239748,1803.32221835,16.088061966,1075.6984388059,61.171152629,399.441655475,22.714830993,846.6495399514,188.131805044,42.130707973,9.361755656,120.70456450253,3.180853673,194.58341825,5.127738041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COD,"Congo, the Democratic Republic of the",171,"Congo, the Democratic Republic of the",AFR,2015,16414.827081098,1616.91302187598,7052.40140008217,5269.63371789182,8835.16908227253,7310.81720131419,5609.28082111863,9012.35358150975,2051.6084797016,1492.77030317955,2610.44665622365,35537276,21107502,20622036,77266814,21.2443431161766,2.09263581370908,5.77311688071308,0.802331495258065,33.4118239102011,4.30925150714804,35.4514811307389,4.2097240360856,50710.5614286905,11735.88456605,12861.8128486188,621.837760012899,25101.7879372247,30304.9833900539,19171.5655428005,41438.4012373074,7543.76519001773,3853.10209760569,11234.4282824298,34566728,19912928,20397376,65.6304547883785,15.188777637512,21.8237757129276,5.44751002965564,63.0562129590532,30.616120668113,152.187480364786,28.5257659154422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COG,Congo,170,Congo,AFR,2015,2449.69649892944,215.659522628351,1088.23998239376,844.097342043597,1332.38262274392,1022.18305303648,789.102847186527,1255.26325888643,339.273463499205,251.5575899794,426.98933701901,1969680,1331418,1319232,4620330,53.0199466040184,4.66762163370042,17.2248011605543,2.27213654277371,81.735411598293,9.35563223624935,77.4831912079512,9.01421981671342,2271.03657233033,530.147224781992,576.485132173625,26.0317325729462,1126.9385317743,1372.55985831773,870.540081125063,1874.5796355104,321.991581838973,163.309014277295,480.674149400651,1919586,1286715,1298661,49.153124827238,11.4742285676995,16.7740117837374,4.2176792990428,44.3907326218023,21.625626027488,106.671629561926,19.9059262839101,Congo,472.30584442072,20.392220176,155.89614677,6.730953464,7.0289528327435,1.154585152,12.210548887,2.005721035,160.10626133037,14.762800129,94.117859381,8.678256563,162.60434406742,86.22520254,26.5206529515,14.063269191,120.75759804208,261.799409054,2.9484808315,6.392231444,21.808688148109,5.619492367,20.098604719,5.178851643,470.28917863775,20.335798035,166.3782425777,7.194370119,9.264656343881,1.539357982,11.821578863,1.964200237,149.39700383198,13.916866737,113.391150001,10.562792158,174.19641630112,86.592079606,19.7205321968,9.802967543,119.94705793298,211.349292658,1.9971582769,3.519035454,17.48404422778,4.608981908,19.44782324,5.126655014,942.59502305847,20.364031661,322.2743893477,6.962487532,16.293609176625,1.345869623,24.03212775,1.985079507,309.50326516235,14.34199512,207.509009382,9.615708404,336.80076036855,86.414563702,46.2411851483,11.864319822,240.70465597505,233.968696557,4.9456391084,4.807238656,39.292732375889,5.119993148,39.546427959,5.153050733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
